,allocation_category,amount,location_code,fiscal_year
1294,ARPA LA MYA Register Relief,"$ 105,805",K600,2022
1295,ARPA LA Permanent Placement,"$ 42,772",K600,2022
1296,ARPA School COVID Planning Expansion,"$ 28,912",K600,2022
1297,ARPA Vaccine Policy Coverage,"$ 52,076",K600,2022
1298,Contract for Excellence FY 09 HS,"$ 355,312",K600,2022
1299,CRRSA Computer Maintenance,"$ 4,931",K600,2022
1300,CRRSA CRSE Arts Studio,$ 963,K600,2022
1301,CRRSA Home Language Libraries,"$ 2,959",K600,2022
1302,CRRSA OTPS for PSAL,"$ 1,057",K600,2022
1303,CRRSA Restoration Arts Studio,"$ 2,442",K600,2022
1304,CRRSA Situation Room,"$ 4,100",K600,2022
1305,FY22 Grant in Aid Assembly (28670),"$ 45,000",K600,2022
1306,High Need Support for Title I,"$ 31,025",K600,2022
1307,High Need Support for Title I STH,"$ 3,099",K600,2022
1308,IDEA RS IEP Para,"$ 292,918",K600,2022
1309,IDEA SBST Shared,"$ 154,225",K600,2022
1310,OASAS Sub Abuse,"$ 89,695",K600,2022
1311,OASAS Sub Abuse OTPS,"$ 1,500",K600,2022
1312,Perkins V,"$ 140,951",K600,2022
1313,Rollover Smart Schools Bond Act,"$ 40,124",K600,2022
1314,Title I SWP,"$ 889,020",K600,2022
1315,Title I SWP Carry Over,"$ 123,401",K600,2022
1316,Title I SWP Carry Over Parent and Family Engage,"$ 5,005",K600,2022
1317,Title I SWP Parent and Family Engagement,"$ 8,890",K600,2022
1318,Title I SWP STH,"$ 88,808",K600,2022
1319,Title I SWP Translation Services,"$ 4,155",K600,2022
1320,Title III LEP,"$ 12,372",K600,2022
1321,Title III Summer Rising ML Support,"$ 8,492",K600,2022
1322,Title IV Ed Tech,"$ 6,500",K600,2022
1323,Title IV Fall Reopening Planning Grant,"$ 12,342",K600,2022
1324,Title IV Safe Healthy Counseling Summer Rising,"$ 17,410",K600,2022
1325,Title IV Well Rounded ELA Math Support,"$ 26,972",K600,2022
1326,TL 09 C4E ICT HS,"$ 14,216",K600,2022
1327,TL 12-Month AP HS,"$ 14,868",K600,2022
1328,TL CB School Staff,"$ 75,281",K600,2022
1329,TL Civics for All,"$ 2,750",K600,2022
1330,TL Computer Maintenance HS,"$ 23,967",K600,2022
1331,TL CRRSA COVID MYA Register Relief HS,"$ 29,842",K600,2022
1332,TL CRRSA FSF Floor Raise HS,"$ 388,768",K600,2022
1333,TL CRRSA Surplus Rollover HS,"$ 83,318",K600,2022
1334,TL CTE WBL HS,"$ 16,122",K600,2022
1335,TL E&E Advanced Placement for All HS,"$ 32,456",K600,2022
1336,TL E&E AP for All PSPD HS,"$ 7,940",K600,2022
1337,TL E&E AP for All Support HS,"$ 15,375",K600,2022
1338,TL E&E College Access 4 All HS,"$ 30,000",K600,2022
1339,TL ELA/Math Student Support,"$ 78,087",K600,2022
1340,TL ELL Initiative College Ready,"$ 15,046",K600,2022
1341,TL Fair Student Funding HS,"$ 10,674,775",K600,2022
1342,TL FSF Floor Raise HS,"$ 658,620",K600,2022
1343,TL FSF Post-IEP Support HS,$ 507,K600,2022
1344,TL LOTE,$ 399,K600,2022
1345,TL MOSL,"$ 2,100",K600,2022
1346,TL NYC Mentoring OTPS,$ 400,K600,2022
1347,TL NYC Mentoring PS,"$ 2,500",K600,2022
1348,TL NYSTL Hardware HS,"$ 13,760",K600,2022
1349,TL NYSTL Library Books HS,"$ 8,050",K600,2022
1350,TL NYSTL Software HS,"$ 12,654",K600,2022
1351,TL NYSTL Textbooks HS,"$ 66,134",K600,2022
1352,TL Parent Coordinator HS,"$ 46,336",K600,2022
1353,TL Parent Coordinator OTPS HS,$ 500,K600,2022
1354,TL Permanent Placement 2022,"$ 84,676",K600,2022
1355,TL Permanent Placement Incentive,"$ 99,782",K600,2022
1356,TL RS IEP Para,"$ 844,087",K600,2022
1357,TL RS IEP Teacher HS,"$ 99,782",K600,2022
1358,TL RS Mandated Counseling Shared,"$ 173,964",K600,2022
1359,TL RS Mandated Speech Shared,"$ 206,166",K600,2022
1360,TL RS Occupational Therapist PS Shared,"$ 33,815",K600,2022
1361,TL RS Physical Therapist PS Shared,"$ 81,663",K600,2022
1362,TL RS Speech Sixth Period Coverage,"$ 24,115",K600,2022
1363,TL SBST Shared,"$ 35,217",K600,2022
1364,TL SE Specialized Program ACES,"$ 203,029",K600,2022
1365,TL Situation Room,"$ 3,106",K600,2022
1366,TL Summer Rising Shared,"$ 104,247",K600,2022
1367,TL Summer Rising Support Shared,"$ 4,989",K600,2022
1368,TL Translation Services,"$ 2,912",K600,2022
1369,AIDP Attendance Shared,"$ 147,079",K600,2021
1370,Contract for Excellence FY 09 HS,"$ 355,312",K600,2021
1371,High Need Support for Title I,"$ 29,463",K600,2021
1372,IDEA RS IEP Para,"$ 323,588",K600,2021
1373,IDEA SBST Shared,"$ 147,128",K600,2021
1374,OASAS Sub Abuse,"$ 83,530",K600,2021
1375,Perkins V,"$ 215,343",K600,2021
1376,Title I STH,"$ 9,400",K600,2021
1377,Title I STH Carry Over,"$ 9,400",K600,2021
1378,Title I SWP,"$ 845,683",K600,2021
1379,Title I SWP Carry Over,"$ 125,903",K600,2021
1380,Title I SWP Parent and Family Engagement,"$ 10,942",K600,2021
1381,Title I SWP Translation Services,"$ 3,819",K600,2021
1382,Title III Immigrant Carryover,"$ 12,383",K600,2021
1383,Title III LEP,"$ 12,366",K600,2021
1384,Title III Summer in the City MLL Support,"$ 17,418",K600,2021
1385,Title IV Ed Tech,"$ 5,000",K600,2021
1386,Title IV Ed Tech Teams,"$ 6,500",K600,2021
1387,Title IV Summer Rising Reopening Planning,"$ 5,275",K600,2021
1388,Title IV Well Rounded ELA Math Support,"$ 24,793",K600,2021
1389,TL 09 C4E ICT HS,"$ 14,216",K600,2021
1390,TL 12-Month AP HS,"$ 15,395",K600,2021
1391,TL Arts Studio HS,"$ 1,680",K600,2021
1392,TL CB School Staff,"$ 122,441",K600,2021
1393,TL Computer Maintenance HS,"$ 14,927",K600,2021
1394,TL CRRSA COVID Teacher Support,"$ 103,928",K600,2021
1395,TL CTE WBL HS,"$ 11,627",K600,2021
1396,TL E&E Advanced Placement for All HS,"$ 32,145",K600,2021
1397,TL E&E AP for All PSPD HS,"$ 3,057",K600,2021
1398,TL E&E AP for All Support HS,"$ 21,097",K600,2021
1399,TL E&E College Access 4 All HS,"$ 63,000",K600,2021
1400,TL ELA/Math Student Support,"$ 69,410",K600,2021
1401,TL Fair Student Funding HS,"$ 10,087,388",K600,2021
1402,TL HEW School Wellness Council,"$ 2,500",K600,2021
1403,TL Implicit Bias Awareness,"$ 3,168",K600,2021
1404,TL Instructional Leadership Framework,"$ 24,568",K600,2021
1405,TL NYC Mentoring OTPS,$ 300,K600,2021
1406,TL NYC Mentoring PS,"$ 2,250",K600,2021
1407,TL NYSTL Hardware HS,"$ 13,338",K600,2021
1408,TL NYSTL Library Books HS,"$ 7,669",K600,2021
1409,TL NYSTL Software HS,"$ 12,301",K600,2021
1410,TL NYSTL Textbooks HS,"$ 71,247",K600,2021
1411,TL Parent Coordinator HS,"$ 46,336",K600,2021
1412,TL Parent Coordinator OTPS HS,$ 500,K600,2021
1413,TL Periodic Assessment,"$ 2,100",K600,2021
1414,TL Permanent Placement Incentive,"$ 98,223",K600,2021
1415,TL RS IEP Para,"$ 718,808",K600,2021
1416,TL RS IEP Teacher HS,"$ 98,223",K600,2021
1417,TL RS Mandated Counseling Shared,"$ 165,177",K600,2021
1418,TL RS Mandated Speech Shared,"$ 198,218",K600,2021
1419,TL RS Physical Therapist PS Shared,"$ 79,161",K600,2021
1420,TL RS Speech Sixth Period Coverage,"$ 4,563",K600,2021
1421,TL SBST Shared,"$ 34,095",K600,2021
1422,TL School COVID Planning Supplement,"$ 9,931",K600,2021
1423,TL School to School Summer Transfers Shared,"$ 47,823",K600,2021
1424,TL SE Specialized Program ACES,"$ 419,312",K600,2021
1425,TL Summer in the City Shared,"$ 85,577",K600,2021
1426,TL Summer in the City Support Shared,"$ 9,726",K600,2021
1427,TL Translation Services,"$ 2,676",K600,2021
1428,AIDP Attendance Shared,"$ 142,660",K600,2020
1429,Contract for Excellence FY 09 HS,"$ 355,312",K600,2020
1430,High Need Support for Title I,"$ 28,163",K600,2020
1431,IDEA RS IEP Para,"$ 352,123",K600,2020
1432,IDEA SBST Shared,"$ 145,632",K600,2020
1433,OASAS Sub Abuse,"$ 88,202",K600,2020
1434,OASAS Sub Abuse OTPS,"$ 1,000",K600,2020
1435,Title I 1003a Summer,"$ 12,600",K600,2020
1436,Title I SWP,"$ 840,713",K600,2020
1437,Title I SWP Parent and Family Engagement,"$ 8,492",K600,2020
1438,Title I SWP Translation Services,"$ 3,685",K600,2020
1439,Title III Immigrant,"$ 13,055",K600,2020
1440,Title III LEP,"$ 12,366",K600,2020
1441,Title IV Ed Tech,"$ 18,000",K600,2020
1442,Title IV Well Rounded,"$ 162,001",K600,2020
1443,TL 09 C4E CTT HS,"$ 14,216",K600,2020
1444,TL 12-Month AP HS,"$ 15,359",K600,2020
1445,TL Arts Studio HS,"$ 2,595",K600,2020
1446,TL CB School Staff,"$ 148,118",K600,2020
1447,TL Civics for All,"$ 2,000",K600,2020
1448,TL Computer Maintenance HS,"$ 14,927",K600,2020
1449,TL Continuous Improvement HS,"$ 16,000",K600,2020
1450,TL E&E Advanced Placement for All HS,"$ 32,282",K600,2020
1451,TL E&E AP for All PSPD HS,"$ 25,832",K600,2020
1452,TL E&E AP for All Support HS,"$ 28,416",K600,2020
1453,TL E&E College Access 4 All HS,"$ 57,428",K600,2020
1454,TL ELA/Math Student Support,"$ 49,703",K600,2020
1455,TL ELL Initiative College Ready,"$ 13,202",K600,2020
1456,TL Fair Student Funding HS,"$ 9,230,624",K600,2020
1457,TL FSF School to School Transfers Shared HS,"$ 5,000",K600,2020
1458,TL HEW School Wellness Council,"$ 2,500",K600,2020
1459,TL Implicit Bias Awareness,"$ 5,078",K600,2020
1460,TL Instructional Leadership Framework,"$ 24,888",K600,2020
1461,TL Learning and Practicing Tolerance HS,"$ 5,868",K600,2020
1462,TL LOTE,$ 569,K600,2020
1463,TL MOSL,"$ 1,700",K600,2020
1464,TL NYC Mentoring OTPS,$ 200,K600,2020
1465,TL NYC Mentoring PS,$ 750,K600,2020
1466,TL NYSTL Hardware HS,"$ 11,865",K600,2020
1467,TL NYSTL Library Books HS,"$ 7,275",K600,2020
1468,TL NYSTL Software HS,"$ 11,735",K600,2020
1469,TL NYSTL Textbooks HS,"$ 67,204",K600,2020
1470,TL OTPS for PSAL HS,"$ 1,057",K600,2020
1471,TL Parent Coordinator HS,"$ 45,898",K600,2020
1472,TL Parent Coordinator OTPS HS,$ 500,K600,2020
1473,TL Permanent Placement Incentive,"$ 57,644",K600,2020
1474,TL RS IEP Para,"$ 976,768",K600,2020
1475,TL RS IEP Teacher HS,"$ 98,908",K600,2020
1476,TL RS Mandated Counseling Shared,"$ 159,717",K600,2020
1477,TL RS Mandated Speech Shared,"$ 193,386",K600,2020
1478,TL RS Physical Therapist PS Shared,"$ 67,960",K600,2020
1479,TL RS Speech Sixth Period Coverage,"$ 25,534",K600,2020
1480,TL SBST Shared,"$ 34,922",K600,2020
1481,TL School to School Summer Transfers Shared,"$ 47,600",K600,2020
1482,TL SE Specialized Program ACES,"$ 15,099",K600,2020
1483,TL Summer in the City Shared,"$ 60,195",K600,2020
1484,TL Summer in the City Support Shared,"$ 20,364",K600,2020
1485,TL Terminal and Paid Leaves,"$ 32,422",K600,2020
1486,TL Translation Services,"$ 2,164",K600,2020
1487,TL Wellness Support,$ 378,K600,2020
1488,VATEA,"$ 162,469",K600,2020
1489,VATEA WBL HS,"$ 27,983",K600,2020
1490,AIDP Attendance Shared,"$ 138,934",K600,2019
1491,Contract for Excellence FY 09 HS,"$ 266,414",K600,2019
1492,IDEA RS IEP Para,"$ 382,792",K600,2019
1493,IDEA SBST Shared,"$ 140,158",K600,2019
1494,OASAS Sub Abuse,"$ 83,231",K600,2019
1495,OASAS Sub Abuse OTPS,$ 500,K600,2019
1496,Sequester Aid IDEA RS IEP Paras,"$ 37,141",K600,2019
1497,Sequester/2010 Census Title I SWP,"$ 28,928",K600,2019
1498,Title I 1003a Summer,"$ 16,979",K600,2019
1499,Title I Priority/Focus SWP,"$ 275,848",K600,2019
1500,Title I Priority/Focus SWP Parent Education,"$ 83,396",K600,2019
1501,Title I SWP,"$ 843,738",K600,2019
1502,Title I SWP Parent and Family Engagement,"$ 8,523",K600,2019
1503,Title I SWP Translation Services,"$ 3,856",K600,2019
1504,Title III Immigrant,"$ 13,441",K600,2019
1505,Title III LEP,"$ 15,566",K600,2019
1506,Title IV ED Tech,"$ 28,125",K600,2019
1507,TL 09 C4E CTT HS,"$ 14,216",K600,2019
1508,TL Achieve Now,"$ 30,000",K600,2019
1509,TL Arts Studio HS,"$ 2,550",K600,2019
1510,TL CB Per Session Per Diem Prep,"$ 4,412",K600,2019
1511,TL CB School Staff,"$ 143,033",K600,2019
1512,TL CB School Staff Related Services,"$ 2,000",K600,2019
1513,TL Computer Maintenance HS,"$ 13,967",K600,2019
1514,TL CTE WBL HS,"$ 19,376",K600,2019
1515,TL E&E Advanced Placement for All HS,"$ 31,770",K600,2019
1516,TL E&E AP for All PSPD HS,"$ 10,302",K600,2019
1517,TL E&E AP for All Support HS,"$ 35,600",K600,2019
1518,TL E&E College Access 4 All HS,"$ 60,000",K600,2019
1519,TL ELA/Math Student Support,"$ 46,092",K600,2019
1520,TL ELL Initiative College Ready,"$ 17,938",K600,2019
1521,TL Fair Student Funding HS,"$ 8,426,280",K600,2019
1522,TL FSF Floor Raise HS,"$ 243,239",K600,2019
1523,TL GE CB School Staff,"$ 100,795",K600,2019
1524,TL LOTE,$ 370,K600,2019
1525,TL MOSL,"$ 1,700",K600,2019
1526,TL NYC Mentoring OTPS,$ 200,K600,2019
1527,TL NYC Mentoring PS,$ 732,K600,2019
1528,TL NYSTL Hardware HS,"$ 12,785",K600,2019
1529,TL NYSTL Library Books HS,"$ 7,507",K600,2019
1530,TL NYSTL Software HS,"$ 12,291",K600,2019
1531,TL NYSTL Textbooks HS,"$ 69,806",K600,2019
1532,TL OTPS for PSAL HS,"$ 1,057",K600,2019
1533,TL Parent and Arts Partner Program OTPS HS,"$ 2,500",K600,2019
1534,TL Parent and Arts Partner Program PS HS,$ 251,K600,2019
1535,TL Parent Coordinator HS,"$ 41,747",K600,2019
1536,TL Parent Coordinator OTPS HS,$ 500,K600,2019
1537,TL Potential Mid Year Adj to be Repaid,"$ 114,738",K600,2019
1538,TL RS IEP Para,"$ 869,125",K600,2019
1539,TL RS IEP Teacher HS,"$ 96,350",K600,2019
1540,TL RS Mandated Counseling Shared,"$ 148,716",K600,2019
1541,TL RS Mandated Speech Shared,"$ 187,274",K600,2019
1542,TL RS Physical Therapist PS Shared,"$ 75,864",K600,2019
1543,TL RS Speech Sixth Period Coverage,"$ 25,279",K600,2019
1544,TL SBST Shared,"$ 32,958",K600,2019
1545,TL School to School Summer Transfers Shared,"$ 52,975",K600,2019
1546,TL SE CB School Staff,"$ 45,549",K600,2019
1547,TL SE Specialized Program ACES,"$ 123,208",K600,2019
1548,TL Social and Emotional Learning HS,"$ 9,000",K600,2019
1549,TL Strong Schools Strong Communities HS,"$ 16,000",K600,2019
1550,TL Summer in the City Shared,"$ 60,372",K600,2019
1551,TL Summer in the City Support Shared,"$ 27,833",K600,2019
1552,TL Terminal and Paid Leaves,"$ 18,315",K600,2019
1553,TL Translation Services,"$ 2,264",K600,2019
1554,TL Vision for School Improvement,"$ 24,888",K600,2019
1555,VATEA,"$ 123,578",K600,2019
1556,AIDP Attendance Shared,"$ 130,303",K600,2018
1557,Contract for Excellence FY 09 HS,"$ 266,414",K600,2018
1558,IDEA RS IEP Para,"$ 343,018",K600,2018
1559,IDEA SBST Shared,"$ 71,638",K600,2018
1560,OASAS Sub Abuse,"$ 82,653",K600,2018
1561,OASAS Sub Abuse OTPS,$ 500,K600,2018
1562,Sequester Aid IDEA RS IEP Paras,"$ 35,356",K600,2018
1563,Sequester/2010 Census Title I SWP,"$ 30,511",K600,2018
1564,Title I 1003a Summer,"$ 16,979",K600,2018
1565,Title I Priority/Focus SWP,"$ 224,141",K600,2018
1566,Title I Priority/Focus SWP Parent Education,"$ 66,921",K600,2018
1567,Title I SWP,"$ 859,502",K600,2018
1568,Title I SWP Parent Involvement,"$ 8,682",K600,2018
1569,Title I SWP Translation Services,"$ 3,946",K600,2018
1570,Title III Immigrant,"$ 5,667",K600,2018
1571,Title III LEP,"$ 13,390",K600,2018
1572,TL 09 C4E CTT HS,"$ 14,216",K600,2018
1573,TL 12-Month AP HS,"$ 13,678",K600,2018
1574,TL Arts Studio HS,"$ 3,495",K600,2018
1575,TL CB School Staff,"$ 183,339",K600,2018
1576,TL CFES Open Schools Support Staff,"$ 8,539",K600,2018
1577,TL Computer Maintenance HS,"$ 19,568",K600,2018
1578,TL CTE WBL HS,"$ 18,393",K600,2018
1579,TL ELA/Math Student Support,"$ 40,612",K600,2018
1580,TL Fair Student Funding HS,"$ 8,497,876",K600,2018
1581,TL FSF Legacy Teacher Supplement HS,"$ 4,081",K600,2018
1582,TL FSF Post-IEP Support HS,"$ 1,471",K600,2018
1583,TL LOTE,$ 354,K600,2018
1584,TL MOSL,"$ 1,700",K600,2018
1585,TL NYC Mentoring OTPS,$ 200,K600,2018
1586,TL NYSTL Hardware HS,"$ 13,218",K600,2018
1587,TL NYSTL Library Books HS,"$ 7,534",K600,2018
1588,TL NYSTL Software HS,"$ 12,360",K600,2018
1589,TL NYSTL Textbooks HS,"$ 70,180",K600,2018
1590,TL OTPS for PSAL HS,"$ 1,131",K600,2018
1591,TL Parent Coordinator HS,"$ 41,747",K600,2018
1592,TL Parent Coordinator OTPS HS,$ 500,K600,2018
1593,TL RS IEP Para,"$ 860,483",K600,2018
1594,TL RS IEP Teacher HS,"$ 91,966",K600,2018
1595,TL RS Mandated Counseling Shared,"$ 143,962",K600,2018
1596,TL RS Mandated Speech Shared,"$ 180,332",K600,2018
1597,TL RS Physical Therapist PS Shared,"$ 72,692",K600,2018
1598,TL RS Speech Sixth Period Coverage,"$ 25,221",K600,2018
1599,TL Salary Subsidy 2018 HS,"$ 47,094",K600,2018
1600,TL SBST Shared,"$ 81,724",K600,2018
1601,TL SE Specialized Program ACES,"$ 140,438",K600,2018
1602,TL Social and Emotional Learning HS,"$ 5,000",K600,2018
1603,TL Strong Schools Strong Communities HS,"$ 16,000",K600,2018
1604,TL Summer in the City Shared,"$ 59,358",K600,2018
1605,TL Summer in the City Support Shared,"$ 58,825",K600,2018
1606,TL Translation Services,"$ 2,317",K600,2018
1607,TL Vision for School Improvement,"$ 24,888",K600,2018
1608,VATEA,"$ 128,295",K600,2018
1609,AIDP Attendance Shared,"$ 150,490",K590,2022
1610,ARPA Academic Recovery,"$ 265,302",K590,2022
1611,ARPA Academic Recovery AP Summer Rising,"$ 35,980",K590,2022
1612,ARPA Academic Recovery Arts,"$ 66,325",K590,2022
1613,ARPA Academic Recovery CBO Support Summer Rising,"$ 134,329",K590,2022
1614,ARPA Academic Recovery Para Summer Rising,"$ 3,382",K590,2022
1615,ARPA Academic Recovery SE After-School Instruction,"$ 63,982",K590,2022
1616,ARPA Academic Recovery SE Counseling,"$ 4,245",K590,2022
1617,ARPA Academic Recovery SE Intervention Training,"$ 4,726",K590,2022
1618,ARPA Academic Recovery SE Planning Prep,"$ 6,623",K590,2022
1619,ARPA Academic Recovery SE RS Related Services,"$ 14,268",K590,2022
1620,ARPA Academic Recovery SE Support Summer Rising,"$ 14,109",K590,2022
1621,ARPA Academic Recovery Social Worker,"$ 154,225",K590,2022
1622,ARPA Computer Science for All,"$ 20,803",K590,2022
1623,ARPA Election Day Remote Planning,"$ 7,452",K590,2022
1624,ARPA LA MYA Register Relief,"$ 427,321",K590,2022
1625,ARPA LA Permanent Placement,"$ 109,385",K590,2022
1626,ARPA School COVID Planning Expansion,"$ 32,000",K590,2022
1627,ARPA Vaccine Policy Coverage,"$ 14,073",K590,2022
1628,Contract for Excellence FY 09 HS,"$ 110,032",K590,2022
1629,CRRSA Computer Maintenance,"$ 2,408",K590,2022
1630,CRRSA CRSE Arts Studio,"$ 2,248",K590,2022
1631,CRRSA OTPS for PSAL,"$ 1,156",K590,2022
1632,CRRSA Restoration Arts Studio,"$ 5,697",K590,2022
1633,CRRSA SHSAT,$ 164,K590,2022
1634,CRRSA Situation Room,"$ 15,032",K590,2022
1635,Funds Pub Schl 390 - Arnhold Dance Program,"$ 2,500",K590,2022
1636,High Need Support for Title I,"$ 34,385",K590,2022
1637,High Need Support for Title I STH,"$ 2,382",K590,2022
1638,IC REV Physical Fitness CHAMPS SUPP UA 481/482,"$ 3,024",K590,2022
1639,Rollover Smart Schools Bond Act,"$ 42,090",K590,2022
1640,Title I SWP,"$ 985,307",K590,2022
1641,Title I SWP Carry Over,"$ 136,766",K590,2022
1642,Title I SWP Carry Over Parent and Family Engage,"$ 5,547",K590,2022
1643,Title I SWP Parent and Family Engagement,"$ 9,853",K590,2022
1644,Title I SWP STH,"$ 68,242",K590,2022
1645,Title I SWP Translation Services,"$ 4,886",K590,2022
1646,Title IV Fall Reopening Planning Grant,"$ 13,596",K590,2022
1647,Title IV Safe Healthy Counseling Summer Rising,"$ 25,558",K590,2022
1648,Title IV Well Rounded ELA Math Support,"$ 15,675",K590,2022
1649,TL 09 C4E ICT HS,"$ 21,324",K590,2022
1650,TL 12-Month AP HS,"$ 14,868",K590,2022
1651,TL CB School Staff,"$ 93,872",K590,2022
1652,TL Champs,"$ 2,376",K590,2022
1653,TL Computer Maintenance HS,"$ 11,704",K590,2022
1654,TL CRRSA COVID MYA Register Relief HS,"$ 120,526",K590,2022
1655,TL CRRSA FSF Floor Raise HS,"$ 284,320",K590,2022
1656,TL CRRSA Surplus Rollover HS,"$ 100,000",K590,2022
1657,TL E&E AP for All PSPD HS,"$ 4,500",K590,2022
1658,TL E&E AP for All Support HS,"$ 10,900",K590,2022
1659,TL E&E College Access 4 All HS,"$ 25,000",K590,2022
1660,TL ELA/Math Student Support,"$ 45,380",K590,2022
1661,TL Fair Student Funding HS,"$ 8,042,631",K590,2022
1662,TL FSF Floor Raise HS,"$ 481,673",K590,2022
1663,TL FSF Post-IEP Support HS,"$ 3,547",K590,2022
1664,TL FSF School to School Transfers Shared HS,"$ 30,000",K590,2022
1665,TL MH Continuum Resources,"$ 47,763",K590,2022
1666,TL MOSL,"$ 2,100",K590,2022
1667,TL NYSTL Hardware HS,"$ 15,997",K590,2022
1668,TL NYSTL Library Books HS,"$ 9,359",K590,2022
1669,TL NYSTL Software HS,"$ 14,711",K590,2022
1670,TL NYSTL Textbooks HS,"$ 86,785",K590,2022
1671,TL Parent Coordinator HS,"$ 54,919",K590,2022
1672,TL Parent Coordinator OTPS HS,$ 500,K590,2022
1673,TL Permanent Placement 2022,"$ 99,042",K590,2022
1674,TL RS IEP Para,"$ 64,768",K590,2022
1675,TL RS IEP Teacher HS,"$ 99,042",K590,2022
1676,TL RS Mandated Counseling Shared,"$ 69,860",K590,2022
1677,TL RS Mandated Speech Shared,"$ 44,728",K590,2022
1678,TL Situation Room,"$ 2,824",K590,2022
1679,TL Specialized Admissions HS,$ 985,K590,2022
1680,TL Summer Rising Shared,"$ 159,488",K590,2022
1681,TL Summer Rising Support Shared,"$ 2,927",K590,2022
1682,TL Terminal and Paid Leaves,"$ 72,089",K590,2022
1683,TL Translation Services,"$ 3,423",K590,2022
1684,AIDP Attendance Shared,"$ 147,079",K590,2021
1685,Contract for Excellence FY 09 HS,"$ 110,032",K590,2021
1686,High Need Support for Title I,"$ 35,070",K590,2021
1687,IDEA RS IEP Para,"$ 45,121",K590,2021
1688,Title I STH,"$ 6,800",K590,2021
1689,Title I STH Carry Over,"$ 6,800",K590,2021
1690,Title I SWP,"$ 1,011,011",K590,2021
1691,Title I SWP Carry Over,"$ 154,252",K590,2021
1692,Title I SWP Parent and Family Engagement,"$ 14,144",K590,2021
1693,Title I SWP Summer in the City,"$ 3,237",K590,2021
1694,Title I SWP Translation Services,"$ 4,450",K590,2021
1695,Title IV Summer Rising Reopening Planning,"$ 5,823",K590,2021
1696,Title IV Well Rounded ELA Math Support,"$ 14,664",K590,2021
1697,TL 09 C4E ICT HS,"$ 42,649",K590,2021
1698,TL 12-Month AP HS,"$ 15,395",K590,2021
1699,TL Arts Studio HS,"$ 3,360",K590,2021
1700,TL CB School Staff,"$ 138,498",K590,2021
1701,TL Champs,"$ 3,133",K590,2021
1702,TL Computer Maintenance HS,"$ 6,647",K590,2021
1703,TL CRRSA COVID Teacher Support,"$ 48,196",K590,2021
1704,TL E&E AP for All PSPD HS,"$ 3,424",K590,2021
1705,TL E&E AP for All Support HS,"$ 58,134",K590,2021
1706,TL E&E College Access 4 All HS,"$ 36,000",K590,2021
1707,TL ELA/Math Student Support,"$ 41,054",K590,2021
1708,TL Fair Student Funding HS,"$ 8,296,451",K590,2021
1709,TL FSF Post-IEP Support HS,$ 993,K590,2021
1710,TL Implicit Bias Awareness,"$ 1,025",K590,2021
1711,TL Instructional Leadership Framework,"$ 27,109",K590,2021
1712,TL NYSTL Hardware HS,"$ 15,250",K590,2021
1713,TL NYSTL Library Books HS,"$ 8,769",K590,2021
1714,TL NYSTL Software HS,"$ 14,064",K590,2021
1715,TL NYSTL Textbooks HS,"$ 81,458",K590,2021
1716,TL Parent Coordinator HS,"$ 54,919",K590,2021
1717,TL Parent Coordinator OTPS HS,$ 500,K590,2021
1718,TL Periodic Assessment,"$ 2,100",K590,2021
1719,TL RS IEP Para,"$ 177,629",K590,2021
1720,TL RS IEP Teacher HS,"$ 98,485",K590,2021
1721,TL RS Mandated Counseling Shared,"$ 62,925",K590,2021
1722,TL RS Mandated Speech Shared,"$ 99,109",K590,2021
1723,TL School COVID Planning Supplement,"$ 10,816",K590,2021
1724,TL Specialized Admissions HS,"$ 1,288",K590,2021
1725,TL Summer in the City Shared,"$ 61,470",K590,2021
1726,TL Terminal and Paid Leaves,"$ 57,806",K590,2021
1727,TL Translation Services,"$ 3,118",K590,2021
1728,AIDP Attendance Shared,"$ 142,660",K590,2020
1729,Contract for Excellence FY 09 HS,"$ 110,032",K590,2020
1730,FY20 Grant in Aid Assembly (08670),"$ 10,000",K590,2020
1731,High Need Support for Title I,"$ 27,892",K590,2020
1732,IDEA RS IEP Para,"$ 26,913",K590,2020
1733,Private Grant 33,"$ 15,980",K590,2020
1734,Title I SWP,"$ 832,600",K590,2020
1735,Title I SWP Parent and Family Engagement,"$ 8,410",K590,2020
1736,Title I SWP Translation Services,"$ 4,257",K590,2020
1737,TL 09 C4E CTT HS,"$ 42,649",K590,2020
1738,TL 12-Month AP HS,"$ 15,359",K590,2020
1739,TL Arts Studio HS,"$ 4,325",K590,2020
1740,TL CB School Staff,"$ 99,935",K590,2020
1741,TL Computer Maintenance HS,"$ 6,647",K590,2020
1742,TL Continuous Improvement HS,"$ 16,000",K590,2020
1743,TL E&E AP for All PSPD HS,"$ 9,200",K590,2020
1744,TL E&E MS College Access OTPS,"$ 25,378",K590,2020
1745,TL E&E MS College Access PS,"$ 4,639",K590,2020
1746,TL ELA/Math Student Support,"$ 27,175",K590,2020
1747,TL Fair Student Funding HS,"$ 7,521,885",K590,2020
1748,TL FSF Post-IEP Support HS,$ 986,K590,2020
1749,TL HEW School Wellness Council,"$ 2,500",K590,2020
1750,TL Instructional Leadership Framework,"$ 24,888",K590,2020
1751,TL Learning and Practicing Tolerance HS,"$ 6,457",K590,2020
1752,TL MOSL,"$ 1,700",K590,2020
1753,TL NYSTL Hardware HS,"$ 13,310",K590,2020
